订单号,子订单号,下单时间,订单收入(元),订单支出(元),订单净收益(元),结算状态,结算时间,业务类型,结算账户,订单类型,商品id,商品数量,订单总价(元),运费实付(元),商品总价(元),店铺券(元),订单实付(元),订单实付应结(元),平台补贴_运费(元),平台补贴(元),达人补贴(元),抖音支付补贴(元),抖音月付营销补贴(元),实际平台补贴_运费(元),实际平台补贴(元),实际达人补贴(元),实际抖音支付补贴(元),实际抖音月付营销补贴(元),实际补贴金额(元),订单退款(元),结算前退款(元),平台服务费(元),佣金(元),渠道分成(元),招商服务费(元),直播间站外推广(元),其他分成,退款扣佣金(元),备注
'4975889830574867970,'4975889830574867970,2022/9/8 19:06,139,6.95,132.05,已结算,2022/9/20 14:59,小店自卖,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4975888185598623682,'4975888185598623682,2022/9/8 19:00,139,6.95,132.05,已结算,2022/9/21 16:20,鲁班广告,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4976257471176056482,'4976257471176056482,2022/9/9 18:57,139,6.95,132.05,已结算,2022/9/25 18:54,精选联盟,聚合账户,普通订单,'3570303999192227018,1,139,0,139,0,138.95,138.95,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,-6.95,0,0,0,0,0,0,
'4976255916396371287,'4976255916396371287,2022/9/9 18:51,139,6.95,132.05,已结算,2022/9/21 20:35,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4976256672323183974,'4976256672323183974,2022/9/9 18:51,139,6.95,132.05,已结算,2022/9/18 23:03,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4976256354505704610,'4976256354505704610,2022/9/9 18:50,69,3.45,65.55,已结算,2022/9/23 15:05,小店自卖,聚合账户,普通订单,'3562294316670045829,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4976254438927740085,'4976254438927740085,2022/9/9 18:46,139,6.95,132.05,已结算,2022/9/22 18:15,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.95,138.95,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,-6.95,0,0,0,0,0,0,
'4976254164047535875,'4976254164047535875,2022/9/9 18:43,139,6.95,132.05,已结算,2022/9/19 1:00,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4976254164047776831,'4976254164047776831,2022/9/9 18:43,139,6.95,132.05,已结算,2022/9/22 0:30,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4976253811862023629,'4976253811862023629,2022/9/9 18:38,139,6.95,132.05,已结算,2022/9/22 18:15,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0,0.02,0,0,0,0,0.02,0.02,0,0,-6.95,0,0,0,0,0,0,
'4976252514783503440,'4976252514783503440,2022/9/9 18:35,69,3.45,65.55,已结算,2022/9/23 1:05,鲁班广告,微信,普通订单,'3562294316670045829,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4976250539095580326,'4976250539095580326,2022/9/9 18:27,139,6.95,132.05,已结算,2022/9/22 18:15,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4976249057333527871,'4976249057333527871,2022/9/9 18:22,139,6.95,132.05,已结算,2022/9/22 18:15,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4976249207662365755,'4976249207662365755,2022/9/9 18:21,139,6.95,132.05,已结算,2022/9/19 20:48,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4976248851179453559,'4976248851179453559,2022/9/9 18:20,139,6.95,132.05,已结算,2022/9/22 18:15,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.9,138.9,0,0,0,0,0.1,0,0,0,0,0.1,0.1,0,0,-6.95,0,0,0,0,0,0,
'4976248464625474940,'4976248464625474940,2022/9/9 18:20,139,6.95,132.05,已结算,2022/9/22 18:15,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.96,138.96,0,0,0,0,0.04,0,0,0,0,0.04,0.04,0,0,-6.95,0,0,0,0,0,0,
'4976246995752584726,'4976246995752584726,2022/9/9 18:14,139,6.95,132.05,已结算,2022/9/22 18:14,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4976247356529562799,'4976247356529562799,2022/9/9 18:13,139,6.95,132.05,已结算,2022/9/22 18:15,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4976244500392128391,'4976244500392128391,2022/9/9 18:06,139,6.95,132.05,已结算,2022/9/27 19:35,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4976259992317664730,'4976259992317664730,2022/9/9 19:04,169,8.45,160.55,已结算,2022/9/24 13:30,精选联盟,聚合账户,普通订单,'3565638794885595215,1,169,0,169,0,169,169,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.45,0,0,0,0,0,0,
'4976578296675733164,'4976578296675733164,2022/9/10 15:33,69,3.45,65.55,已结算,2022/9/30 17:46,小店自卖,聚合账户,普通订单,'3564157303907344746,1,69,0,69,0,68.76,68.76,0,0,0,0.24,0,0,0,0,0.24,0,0.24,0,0,-3.45,0,0,0,0,0,0,
'4977065633694850961,'4977065633694850961,2022/9/11 23:03,139,6.95,132.05,已结算,2022/9/23 15:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,666,0,666,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977286944767141347,'4977286944767141347,2022/9/12 13:24,139,6.95,132.05,已结算,2022/9/24 21:41,小店自卖,聚合账户,普通订单,'3568637652754402212,1,666,0,666,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977372238532583048,'4977372238532583048,2022/9/12 18:58,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4977371478315157101,'4977371478315157101,2022/9/12 18:56,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977371147602218818,'4977371147602218818,2022/9/12 18:54,139,6.95,132.05,已结算,2022/9/24 16:15,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977370851251061804,'4977370851251061804,2022/9/12 18:54,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4977370572087827507,'4977370572087827507,2022/9/12 18:52,69,3.45,65.55,已结算,2022/9/24 0:53,小店自卖,微信,普通订单,'3562294316670045829,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4977370009435582177,'4977370009435582177,2022/9/12 18:51,139,6.95,132.05,已结算,2022/9/23 11:54,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977369790397033669,'4977369790397033669,2022/9/12 18:50,139,6.95,132.05,已结算,2022/9/24 0:52,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977369713098479119,'4977369713098479119,2022/9/12 18:50,69,3.45,65.55,已结算,2022/9/24 16:15,鲁班广告,聚合账户,普通订单,'3562294316670045829,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4977369223467085716,'4977369223467085716,2022/9/12 18:49,139,6.95,132.05,已结算,2022/9/24 19:27,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4977369481162379047,'4977369481162379047,2022/9/12 18:49,139,6.95,132.05,已结算,2022/9/18 1:23,鲁班广告,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977369558466113222,'4977369558466113222,2022/9/12 18:49,139,6.95,132.05,已结算,2022/9/21 1:02,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977369472570209842,'4977369472570209842,2022/9/12 18:49,139,6.95,132.05,已结算,2022/9/20 19:02,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.95,138.95,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,-6.95,0,0,0,0,0,0,
'4977369244931497670,'4977369244931497670,2022/9/12 18:49,139,6.95,132.05,已结算,2022/9/18 1:20,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977369781814670350,'4977369781814670350,2022/9/12 18:46,139,6.95,132.05,已结算,2022/9/18 20:53,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.8,138.8,0,0,0,0,0.2,0,0,0,0,0.2,0.2,0,0,-6.95,0,0,0,0,0,0,
'4977368673710185970,'4977368673710185970,2022/9/12 18:46,139,6.95,132.05,已结算,2022/9/21 21:07,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977368244205577690,'4977368244205577690,2022/9/12 18:45,139,6.95,132.05,已结算,2022/9/20 12:34,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977366710905318494,'4977366710905318494,2022/9/12 18:38,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.77,138.77,0,0.23,0,0,0,0,0.23,0,0,0,0.23,0,0,-6.95,0,0,0,0,0,0,
'4977366650772145416,'4977366650772145416,2022/9/12 18:38,139,6.95,132.05,已结算,2022/9/24 16:15,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.64,138.64,0,0,0,0.36,0,0,0,0,0.36,0,0.36,0,0,-6.95,0,0,0,0,0,0,
'4977365843316112434,'4977365843316112434,2022/9/12 18:36,139,6.95,132.05,已结算,2022/9/24 16:16,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.82,138.82,0,0,0,0.18,0,0,0,0,0.18,0,0.18,0,0,-6.95,0,0,0,0,0,0,
'4977365701588268720,'4977365701588268720,2022/9/12 18:35,139,6.95,132.05,已结算,2022/9/24 16:16,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.97,138.97,0,0,0,0,0.03,0,0,0,0,0.03,0.03,0,0,-6.95,0,0,0,0,0,0,
'4977366191219395800,'4977366191219395800,2022/9/12 18:35,139,6.95,132.05,已结算,2022/9/20 21:04,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.93,138.93,0,0,0,0,0.07,0,0,0,0,0.07,0.07,0,0,-6.95,0,0,0,0,0,0,
'4977365735944004850,'4977365735944004850,2022/9/12 18:34,139,6.95,132.05,已结算,2022/9/24 19:27,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.33,138.33,0,0.57,0,0.1,0,0,0.57,0,0.1,0,0.67,0,0,-6.95,0,0,0,0,0,0,
'4977365413821398941,'4977365413821398941,2022/9/12 18:31,139,6.95,132.05,已结算,2022/9/24 16:15,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.92,138.92,0,0,0,0,0.08,0,0,0,0,0.08,0.08,0,0,-6.95,0,0,0,0,0,0,
'4977365126069313065,'4977365126069313065,2022/9/12 18:30,139,6.95,132.05,已结算,2022/9/29 20:18,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977364546243323797,'4977364546243323797,2022/9/12 18:30,139,6.95,132.05,已结算,2022/9/28 16:18,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.5,138.5,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,-6.95,0,0,0,0,0,0,
'4977364318614201776,'4977364318614201776,2022/9/12 18:29,139,6.95,132.05,已结算,2022/9/24 19:27,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4977364563423671459,'4977364563423671459,2022/9/12 18:29,139,6.95,132.05,已结算,2022/9/20 12:34,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977364357263171266,'4977364357263171266,2022/9/12 18:29,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.9,138.9,0,0,0,0.1,0,0,0,0,0.1,0,0.1,0,0,-6.95,0,0,0,0,0,0,
'4977364438869978751,'4977364438869978751,2022/9/12 18:29,139,6.95,132.05,已结算,2022/9/19 20:47,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977363141783729818,'4977363141783729818,2022/9/12 18:23,139,6.95,132.05,已结算,2022/9/21 18:38,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.93,138.93,0,0,0,0,0.07,0,0,0,0,0.07,0.07,0,0,-6.95,0,0,0,0,0,0,
'4977363030118117003,'4977363030118117003,2022/9/12 18:22,139,6.95,132.05,已结算,2022/9/24 16:14,小店自卖,聚合账户,普通订单,'3566418879083380207,1,139,0,139,0,138.5,138.5,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,-6.95,0,0,0,0,0,0,
'4977363197626321966,'4977363197626321966,2022/9/12 18:21,69,3.45,65.55,已结算,2022/9/24 16:15,小店自卖,聚合账户,普通订单,'3562294316670045829,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4977362055166803040,'4977362055166803040,2022/9/12 18:20,139,6.95,132.05,已结算,2022/9/24 19:27,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977361728747591490,'4977361728747591490,2022/9/12 18:19,139,6.95,132.05,已结算,2022/9/23 7:35,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977362214077476075,'4977362214077476075,2022/9/12 18:19,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4977361836120806944,'4977361836120806944,2022/9/12 18:19,139,6.95,132.05,已结算,2022/9/19 7:47,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977361750236187836,'4977361750236187836,2022/9/12 18:19,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.7,138.7,0,0,0,0,0.3,0,0,0,0,0.3,0.3,0,0,-6.95,0,0,0,0,0,0,
'4977361947786960416,'4977361947786960416,2022/9/12 18:19,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977360496098612987,'4977360496098612987,2022/9/12 18:14,139,6.95,132.05,已结算,2022/9/24 16:15,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977360393014933105,'4977360393014933105,2022/9/12 18:14,139,6.95,132.05,已结算,2022/9/26 19:00,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4977360762378895264,'4977360762378895264,2022/9/12 18:13,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.86,138.86,0,0,0,0.14,0,0,0,0,0.14,0,0.14,0,0,-6.95,0,0,0,0,0,0,
'4977360298517071735,'4977360298517071735,2022/9/12 18:13,69,3.45,65.55,已结算,2022/9/24 0:53,小店自卖,微信,普通订单,'3562294316670045829,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4977359190422443662,'4977359190422443662,2022/9/12 18:09,139,6.95,132.05,已结算,2022/9/24 16:16,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977359581258338089,'4977359581258338089,2022/9/12 18:09,139,6.95,132.05,已结算,2022/9/19 1:04,鲁班广告,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977359439522576244,'4977359439522576244,2022/9/12 18:09,139,6.95,132.05,已结算,2022/9/24 0:53,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977388284530931651,'4977388284530931651,2022/9/12 19:56,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977388421964248517,'4977388421964248517,2022/9/12 19:56,139,6.95,132.05,已结算,2022/9/21 7:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977387305268755757,'4977387305268755757,2022/9/12 19:53,139,6.95,132.05,已结算,2022/9/24 19:27,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,137.5,137.5,0,0,0,1.5,0,0,0,0,1.5,0,1.5,0,0,-6.95,0,0,0,0,0,0,
'4977387107701859593,'4977387107701859593,2022/9/12 19:53,139,6.95,132.05,已结算,2022/9/19 20:47,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977385892236052421,'4977385892236052421,2022/9/12 19:49,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.9,138.9,0,0,0,0.1,0,0,0,0,0.1,0,0.1,0,0,-6.95,0,0,0,0,0,0,
'4977385926590844552,'4977385926590844552,2022/9/12 19:49,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977385059033085258,'4977385059033085258,2022/9/12 19:46,139,6.95,132.05,已结算,2022/9/24 19:27,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977385050489546030,'4977385050489546030,2022/9/12 19:45,139,6.95,132.05,已结算,2022/9/20 7:27,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4977385046144058890,'4977385046144058890,2022/9/12 19:44,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.97,138.97,0,0,0,0,0.03,0,0,0,0,0.03,0.03,0,0,-6.95,0,0,0,0,0,0,
'4977384530735378008,'4977384530735378008,2022/9/12 19:40,139,6.95,132.05,已结算,2022/9/24 19:27,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.94,138.94,0,0,0,0.06,0,0,0,0,0.06,0,0.06,0,0,-6.95,0,0,0,0,0,0,
'4977384573678005431,'4977384573678005431,2022/9/12 19:40,139,6.95,132.05,已结算,2022/9/24 0:53,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977384698222593057,'4977384698222593057,2022/9/12 19:40,139,6.95,132.05,已结算,2022/9/24 16:16,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.5,138.5,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,-6.95,0,0,0,0,0,0,
'4977383543045670556,'4977383543045670556,2022/9/12 19:38,69,3.45,65.55,已结算,2022/9/24 16:15,鲁班广告,聚合账户,普通订单,'3562294316670045829,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4977383422621064947,'4977383422621064947,2022/9/12 19:36,139,6.95,132.05,已结算,2022/9/24 19:27,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4977381262250977119,'4977381262250977119,2022/9/12 19:32,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.94,138.94,0,0,0,0.06,0,0,0,0,0.06,0,0.06,0,0,-6.95,0,0,0,0,0,0,
'4977380974499717016,'4977380974499717016,2022/9/12 19:32,139,6.95,132.05,已结算,2022/9/19 20:48,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.96,138.96,0,0,0,0.04,0,0,0,0,0.04,0,0.04,0,0,-6.95,0,0,0,0,0,0,
'4977380725381047808,'4977380725381047808,2022/9/12 19:31,69,3.45,65.55,已结算,2022/9/24 16:15,小店自卖,聚合账户,普通订单,'3562294316670045829,1,69,0,69,0,68.99,68.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-3.45,0,0,0,0,0,0,
'4977380282996737564,'4977380282996737564,2022/9/12 19:28,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4977379948008890011,'4977379948008890011,2022/9/12 19:28,139,6.95,132.05,已结算,2022/9/22 21:02,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4977380055364222602,'4977380055364222602,2022/9/12 19:27,69,3.45,65.55,已结算,2022/9/24 0:47,小店自卖,微信,普通订单,'3562294316670045829,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4977379174905628106,'4977379174905628106,2022/9/12 19:25,139,6.95,132.05,已结算,2022/9/24 16:17,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,135.99,135.99,0,3,0,0.01,0,0,3,0,0.01,0,3.01,0,0,-6.95,0,0,0,0,0,0,
'4977378908610569797,'4977378908610569797,2022/9/12 19:24,139,6.95,132.05,已结算,2022/9/24 19:27,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977377787622377006,'4977377787622377006,2022/9/12 19:18,139,6.95,132.05,已结算,2022/9/28 19:12,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.97,138.97,0,0,0,0,0.03,0,0,0,0,0.03,0.03,0,0,-6.95,0,0,0,0,0,0,
'4977377654478284663,'4977377654478284663,2022/9/12 19:17,139,6.95,132.05,已结算,2022/9/24 19:27,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977377774738328741,'4977377774738328741,2022/9/12 19:17,139,6.95,132.05,已结算,2022/9/24 16:16,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977377912288259387,'4977377912288259387,2022/9/12 19:17,139,6.95,132.05,已结算,2022/9/24 16:16,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4977377461249775114,'4977377461249775114,2022/9/12 19:16,69,3.45,65.55,已结算,2022/9/24 16:15,鲁班广告,聚合账户,普通订单,'3562294316670045829,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
