订单号,子订单号,下单时间,订单收入(元),订单支出(元),订单净收益(元),结算状态,结算时间,业务类型,结算账户,订单类型,商品id,商品数量,订单总价(元),运费实付(元),商品总价(元),店铺券(元),订单实付(元),订单实付应结(元),平台补贴_运费(元),平台补贴(元),达人补贴(元),抖音支付补贴(元),抖音月付营销补贴(元),实际平台补贴_运费(元),实际平台补贴(元),实际达人补贴(元),实际抖音支付补贴(元),实际抖音月付营销补贴(元),实际补贴金额(元),订单退款(元),结算前退款(元),平台服务费(元),佣金(元),渠道分成(元),招商服务费(元),直播间站外推广(元),其他分成,退款扣佣金(元),备注
'4974397505529064739,'4974397505529064739,2022/9/4 18:33,139,6.95,132.05,已结算,2022/9/16 0:12,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974396861276026319,'4974396861276026319,2022/9/4 18:32,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974397067444690345,'4974397067444690345,2022/9/4 18:31,69,3.45,65.55,已结算,2022/9/16 18:41,小店自卖,聚合账户,普通订单,'3568431661827946174,1,69,0,69,0,68.97,68.97,0,0,0,0.03,0,0,0,0,0.03,0,0.03,0,0,-3.45,0,0,0,0,0,0,
'4974396182672031344,'4974396182672031344,2022/9/4 18:29,139,6.95,132.05,已结算,2022/9/16 22:20,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974396071003430402,'4974396071003430402,2022/9/4 18:27,139,6.95,132.05,已结算,2022/10/4 19:13,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974395680161717474,'4974395680161717474,2022/9/4 18:27,139,6.95,132.05,已结算,2022/9/20 1:00,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974395306508400018,'4974395306508400018,2022/9/4 18:25,139,6.95,132.05,已结算,2022/9/19 12:34,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974395065980532260,'4974395065980532260,2022/9/4 18:24,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974394400258262795,'4974394400258262795,2022/9/4 18:21,139,6.95,132.05,已结算,2022/9/20 19:02,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.97,138.97,0,0,0,0,0.03,0,0,0,0,0.03,0.03,0,0,-6.95,0,0,0,0,0,0,
'4974394116794029821,'4974394116794029821,2022/9/4 18:20,69,3.45,65.55,已结算,2022/9/16 18:41,小店自卖,聚合账户,普通订单,'3568431661827946174,1,69,0,69,0,68.99,68.99,0,0,0,0,0.01,0,0,0,0,0.01,0.01,0,0,-3.45,0,0,0,0,0,0,
'4974393841920093828,'4974393841920093828,2022/9/4 18:20,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974393695904973963,'4974393695904973963,2022/9/4 18:18,139,6.95,132.05,已结算,2022/9/18 18:05,小店自卖,聚合账户,普通订单,'3568616500099161181,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4974393695904973963,'4974393695904842891,2022/9/4 18:18,69,3.45,65.55,已结算,2022/9/16 18:41,小店自卖,聚合账户,普通订单,'3568431661827946174,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4974392338686226049,'4974392338686226049,2022/9/4 18:14,139,6.95,132.05,已结算,2022/9/14 21:22,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974392630741646461,'4974392630741646461,2022/9/4 18:14,139,6.95,132.05,已结算,2022/9/20 19:03,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.97,138.97,0,0,0,0,0.03,0,0,0,0,0.03,0.03,0,0,-6.95,0,0,0,0,0,0,
'4974391887711307015,'4974391887711307015,2022/9/4 18:13,139,6.95,132.05,已结算,2022/9/20 19:02,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974391273546591446,'4974391273546591446,2022/9/4 18:10,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.96,138.96,0,0,0,0,0.04,0,0,0,0,0.04,0.04,0,0,-6.95,0,0,0,0,0,0,
'4974391526927822249,'4974391526927822249,2022/9/4 18:10,139,6.95,132.05,已结算,2022/9/20 19:03,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.96,138.96,0,0,0,0,0.04,0,0,0,0,0.04,0.04,0,0,-6.95,0,0,0,0,0,0,
'4974391252047305744,'4974391252047305744,2022/9/4 18:10,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974391260636520055,'4974391260636520055,2022/9/4 18:10,29.9,1.5,28.4,已结算,2022/9/23 15:06,精选联盟,聚合账户,普通订单,'3562434631070532227,1,29.9,0,29.9,0,29.72,29.72,0,0,0,0.18,0,0,0,0,0.18,0,0.18,0,0,-1.5,0,0,0,0,0,0,
'4974390972888669407,'4974390972888669407,2022/9/4 18:08,139,6.95,132.05,已结算,2022/9/16 14:57,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974390813970228582,'4974390813970228582,2022/9/4 18:08,139,6.95,132.05,已结算,2022/9/20 19:05,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974419830760908384,'4974419830760908384,2022/9/4 19:59,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.5,138.5,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,-6.95,0,0,0,0,0,0,
'4974419968207226239,'4974419968207226239,2022/9/4 19:59,6.95,139,-132.05,已退款(原账户),2022/9/25 17:08,小店自卖,聚合账户,普通订单,'3568637652754402212,1,0,0,0,0,0,0,0,0,0,-0.02,0,0,0,0,-0.02,0,-0.02,-138.98,0,6.95,0,0,0,0,0,0,
'4974419968207226239,'4974419968207226239,2022/9/4 19:59,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974417502900389190,'4974417502900389190,2022/9/4 19:51,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974416923067555030,'4974416923067555030,2022/9/4 19:47,139,6.95,132.05,已结算,2022/9/25 1:29,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,136,136,0,3,0,0,0,0,3,0,0,0,3,0,0,-6.95,0,0,0,0,0,0,
'4974416592361234034,'4974416592361234034,2022/9/4 19:45,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974416261662360887,'4974416261662360887,2022/9/4 19:45,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974415321160015419,'4974415321160015419,2022/9/4 19:41,139,6.95,132.05,已结算,2022/9/24 21:43,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.92,138.92,0,0,0,0.08,0,0,0,0,0.08,0,0.08,0,0,-6.95,0,0,0,0,0,0,
'4974414934502890943,'4974414934502890943,2022/9/4 19:38,139,6.95,132.05,已结算,2022/9/28 0:49,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974414741224310673,'4974414741224310673,2022/9/4 19:38,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974414874377532578,'4974414874377532578,2022/9/4 19:38,139,6.95,132.05,已结算,2022/9/15 12:35,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974414350394926795,'4974414350394926795,2022/9/4 19:35,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974413186671684663,'4974413186671684663,2022/9/4 19:31,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974413177972379528,'4974413177972379528,2022/9/4 19:30,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974412911588386296,'4974412911588386296,2022/9/4 19:29,139,6.95,132.05,已结算,2022/9/15 7:56,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974412726986262072,'4974412726986262072,2022/9/4 19:28,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.2,138.2,0,0,0,0,0.8,0,0,0,0,0.8,0.8,0,0,-6.95,0,0,0,0,0,0,
'4974411958098017504,'4974411958098017504,2022/9/4 19:25,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0,0.02,0,0,0,0,0.02,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974411773407698535,'4974411773407698535,2022/9/4 19:25,139,6.95,132.05,已结算,2022/9/19 1:05,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974410802744708797,'4974410802744708797,2022/9/4 19:24,139,6.95,132.05,已结算,2022/10/3 22:10,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974409509961426807,'4974409509961426807,2022/9/4 19:21,6.95,139,-132.05,已退款(原账户),2022/9/22 14:41,小店自卖,聚合账户,普通订单,'3568637652754402212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-139,0,6.95,0,0,0,0,0,0,
'4974409509961426807,'4974409509961426807,2022/9/4 19:21,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974409793428970544,'4974409793428970544,2022/9/4 19:21,139,6.95,132.05,已结算,2022/9/14 18:43,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4974410042531913182,'4974410042531913182,2022/9/4 19:21,139,6.95,132.05,已结算,2022/9/26 22:19,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974408955906311371,'4974408955906311371,2022/9/4 19:19,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974408882922577135,'4974408882922577135,2022/9/4 19:17,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974408539291262103,'4974408539291262103,2022/9/4 19:16,139,6.95,132.05,已结算,2022/9/20 19:05,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974408324545438977,'4974408324545438977,2022/9/4 19:14,139,6.95,132.05,已结算,2022/9/16 18:40,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974407895046720586,'4974407895046720586,2022/9/4 19:13,139,6.95,132.05,已结算,2022/9/20 19:02,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974407933727333408,'4974407933727333408,2022/9/4 19:12,139,6.95,132.05,已结算,2022/9/16 20:49,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.99,138.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-6.95,0,0,0,0,0,0,
'4974407499915320740,'4974407499915320740,2022/9/4 19:10,139,6.95,132.05,已结算,2022/9/16 7:48,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.92,138.92,0,0,0,0.08,0,0,0,0,0.08,0,0.08,0,0,-6.95,0,0,0,0,0,0,
'4974406301614314877,'4974406301614314877,2022/9/4 19:08,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974406108347116859,'4974406108347116859,2022/9/4 19:08,139,6.95,132.05,已结算,2022/9/20 1:00,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974405502752670802,'4974405502752670802,2022/9/4 19:05,139,6.95,132.05,已结算,2022/9/20 0:59,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974405614417802843,'4974405614417802843,2022/9/4 19:05,139,6.95,132.05,已结算,2022/9/20 1:01,鲁班广告,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974405223579724879,'4974405223579724879,2022/9/4 19:04,139,6.95,132.05,已结算,2022/9/20 19:03,小店自卖,聚合账户,普通订单,'3568637652754402212,1,666,0,666,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974404819867583693,'4974404819867583693,2022/9/4 19:03,139,6.95,132.05,已结算,2022/9/20 19:02,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.93,138.93,0,0,0,0,0.07,0,0,0,0,0.07,0.07,0,0,-6.95,0,0,0,0,0,0,
'4974405094726417717,'4974405094726417717,2022/9/4 19:02,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974404811260368605,'4974404811260368605,2022/9/4 19:02,139,6.95,132.05,已结算,2022/9/20 19:05,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974404617986989502,'4974404617986989502,2022/9/4 19:01,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974420320387143314,'4974420320387143314,2022/9/4 20:00,139,6.95,132.05,已结算,2022/9/19 21:57,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.93,138.93,0,0,0,0,0.07,0,0,0,0,0.07,0.07,0,0,-6.95,0,0,0,0,0,0,
'4974452373728566289,'4974452373728566289,2022/9/4 22:02,29.9,1.5,28.4,已结算,2022/9/23 15:06,精选联盟,聚合账户,普通订单,'3562434631070532227,1,29.9,0,29.9,0,29.9,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,0,0,0,0,0,0,
'4974765777490232951,'4974765777490232951,2022/9/5 18:25,139,6.95,132.05,已结算,2022/9/18 18:17,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974765305043521362,'4974765305043521362,2022/9/5 18:23,139,6.95,132.05,已结算,2022/9/20 19:03,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974764411701900583,'4974764411701900583,2022/9/5 18:20,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974764415985573341,'4974764415985573341,2022/9/5 18:20,139,6.95,132.05,已结算,2022/9/20 19:02,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974764720930567528,'4974764720930567528,2022/9/5 18:19,139,6.95,132.05,已结算,2022/9/20 7:28,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974764063802805983,'4974764063802805983,2022/9/5 18:18,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974764111044660880,'4974764111044660880,2022/9/5 18:17,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4974762706592837187,'4974762706592837187,2022/9/5 18:12,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.94,138.94,0,0,0,0.06,0,0,0,0,0.06,0,0.06,0,0,-6.95,0,0,0,0,0,0,
'4974762251351064211,'4974762251351064211,2022/9/5 18:11,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4974761869070515769,'4974761869070515769,2022/9/5 18:11,139,6.95,132.05,已结算,2022/9/20 19:00,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.81,138.81,0,0,0,0.19,0,0,0,0,0.19,0,0.19,0,0,-6.95,0,0,0,0,0,0,
'4974762723794859388,'4974762723794859388,2022/9/5 18:11,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975145517040193499,'4975145517040193499,2022/9/6 18:58,69,3.45,65.55,已结算,2022/9/19 15:12,小店自卖,聚合账户,普通订单,'3562294316670045829,1,69,0,69,0,68.99,68.99,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,-3.45,0,0,0,0,0,0,
'4975145444010379156,'4975145444010379156,2022/9/6 18:57,139,6.95,132.05,已结算,2022/9/23 15:06,小店自卖,聚合账户,普通订单,'3569541324543778578,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975145444010379156,'4975145444010510228,2022/9/6 18:57,139,6.95,132.05,已结算,2022/9/23 15:06,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975144387458653957,'4975144387458653957,2022/9/6 18:54,139,6.95,132.05,已结算,2022/9/20 19:05,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0,0.02,0,0,0,0,0.02,0.02,0,0,-6.95,0,0,0,0,0,0,
'4975143738917936933,'4975143738917936933,2022/9/6 18:50,139,6.95,132.05,已结算,2022/9/20 1:00,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975142209899050537,'4975142209899050537,2022/9/6 18:44,139,6.95,132.05,已结算,2022/9/20 19:02,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.8,138.8,0,0,0,0.2,0,0,0,0,0.2,0,0.2,0,0,-6.95,0,0,0,0,0,0,
'4975141552771110550,'4975141552771110550,2022/9/6 18:40,139,6.95,132.05,已结算,2022/9/16 20:49,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.94,138.94,0,0,0,0.06,0,0,0,0,0.06,0,0.06,0,0,-6.95,0,0,0,0,0,0,
'4975140229930792340,'4975140229930792340,2022/9/6 18:39,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4975141011609298210,'4975141011609298210,2022/9/6 18:38,139,6.95,132.05,已结算,2022/9/15 22:20,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.92,138.92,0,0,0,0.08,0,0,0,0,0.08,0,0.08,0,0,-6.95,0,0,0,0,0,0,
'4975139993699280030,'4975139993699280030,2022/9/6 18:38,139,6.95,132.05,已结算,2022/9/17 22:14,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.98,138.98,0,0,0,0.02,0,0,0,0,0.02,0,0.02,0,0,-6.95,0,0,0,0,0,0,
'4975139207751065176,'4975139207751065176,2022/9/6 18:33,79,3.95,75.05,已结算,2022/9/19 15:11,精选联盟,聚合账户,普通订单,'3562132896590498355,1,79,0,79,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.95,0,0,0,0,0,0,
'4975138748156322996,'4975138748156322996,2022/9/6 18:30,139,0,139,已退款,2022/9/21 18:18,小店自卖,聚合账户,普通订单,'3568637652754402212,1,0,0,0,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'4975138748156322996,'4975138748156322996,2022/9/6 18:30,0,139,-139,已退款,2022/9/21 18:18,小店自卖,聚合账户,普通订单,'3568637652754402212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-139,0,0,0,0,0,0,0,0,
'4975138816873975718,'4975138816873975718,2022/9/6 18:30,139,6.95,132.05,已结算,2022/9/20 1:01,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975138662274274602,'4975138662274274602,2022/9/6 18:29,139,6.95,132.05,已结算,2022/9/20 19:05,鲁班广告,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975138662274274602,'4975138662274405674,2022/9/6 18:29,69,3.45,65.55,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3562294316670045829,1,69,0,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,0,0,0,0,0,0,
'4975138348725241465,'4975138348725241465,2022/9/6 18:28,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.92,138.92,0,0,0,0.08,0,0,0,0,0.08,0,0.08,0,0,-6.95,0,0,0,0,0,0,
'4975138275730138453,'4975138275730138453,2022/9/6 18:28,139,6.95,132.05,已结算,2022/9/20 19:03,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975138344429700663,'4975138344429700663,2022/9/6 18:28,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.95,138.95,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0,0,-6.95,0,0,0,0,0,0,
'4975138301487931029,'4975138301487931029,2022/9/6 18:28,139,6.95,132.05,已结算,2022/9/16 7:47,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,138.94,138.94,0,0,0,0.06,0,0,0,0,0.06,0,0.06,0,0,-6.95,0,0,0,0,0,0,
'4975138666627562533,'4975138666627562533,2022/9/6 18:28,139,6.95,132.05,已结算,2022/9/20 1:00,小店自卖,微信,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
'4975138524826568280,'4975138524826568280,2022/9/6 18:28,139,6.95,132.05,已结算,2022/9/20 19:05,小店自卖,聚合账户,普通订单,'3568637652754402212,1,139,0,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,0,0,0,0,0,0,
